Age,Income,Employment Duration,Debt,Credit Score,Number of Dependents,Marital Status,Loan Amount Requested,Loan Duration,Loan Approval
62,17708,6,4158,846,4,Divorced,7434,10,1
19,14004,27,9005,654,4,Married,9751,18,0
58,11962,17,402,788,0,Married,14361,41,1
38,11775,4,7925,802,0,Divorced,12859,14,0
19,4557,22,4166,349,2,Single,13355,23,0
44,4587,21,2925,386,2,Married,3738,40,0
26,17535,25,2993,602,1,Married,1744,36,1
18,1954,11,9278,300,1,Single,8767,29,0
28,14794,39,771,680,5,Married,7365,48,1
20,1687,18,7371,661,2,Divorced,9701,9,0
40,9501,0,9861,680,0,Divorced,3782,46,0
43,16138,2,5713,461,3,Single,2775,31,0
21,10694,26,8167,318,2,Single,4308,49,0
35,4127,17,1556,542,0,Divorced,9144,47,1
23,13760,29,1151,428,2,Single,1265,15,0
52,12559,1,5314,475,4,Divorced,5082,46,0
39,15796,4,1217,708,2,Single,3215,47,1
60,4395,28,3944,383,5,Divorced,1997,14,0
32,1845,32,8039,675,4,Married,12638,6,0
39,2164,19,2042,521,0,Married,12424,59,0
54,13954,29,6303,624,4,Divorced,13617,21,1
59,6904,4,8897,750,2,Married,3338,51,0
29,14731,20,2669,715,4,Divorced,6536,18,1
64,1354,14,2113,744,5,Single,5566,43,0
59,19256,19,2977,624,3,Married,989,19,1
55,19408,7,4378,822,4,Married,11115,45,1
35,3817,30,7227,465,5,Married,6874,28,0
62,4832,11,6261,537,4,Divorced,2435,60,0
52,13467,20,422,312,1,Married,3249,23,0
47,9257,29,8722,556,3,Single,11988,33,0
41,14107,26,90,813,0,Married,13262,25,1
59,13458,25,3372,509,5,Single,12383,6,1
47,11713,32,6036,783,4,Married,9795,17,0
31,3581,25,1942,664,3,Married,8312,32,0
23,10582,25,3805,524,0,Single,14497,48,1
20,19870,35,9432,493,3,Married,10291,18,0
33,9418,39,9950,495,5,Single,11973,60,0
24,19827,0,97,699,1,Single,7964,9,1
31,15419,14,1479,356,5,Single,8277,30,0
26,12814,0,4626,512,5,Married,13983,11,1
32,2036,10,5147,578,0,Married,11852,59,0
38,11024,1,3647,679,0,Single,12637,50,1
52,11932,0,5443,416,4,Married,8917,27,0
19,8435,30,79,750,2,Divorced,6786,50,1
44,2548,15,5577,709,5,Single,13495,43,0
19,6065,21,2223,666,0,Single,10406,59,1
52,4407,17,2569,412,5,Divorced,4649,41,0
35,1639,16,9964,463,5,Divorced,10935,58,0
31,1172,29,4518,303,0,Single,6348,8,0
37,6666,9,1123,322,1,Divorced,8156,20,0
35,5354,34,2623,391,1,Single,11584,16,0
27,11109,20,1403,768,5,Married,2845,39,1
42,3886,15,2578,454,1,Divorced,6049,32,0
19,3164,5,331,506,5,Single,7180,28,1
42,4945,2,7485,380,4,Single,9270,22,0
50,11401,40,739,782,0,Single,2198,28,1
53,8746,20,8233,706,5,Divorced,13287,39,0
48,12975,12,4980,402,1,Married,11363,26,0
31,19974,17,3878,539,1,Married,7484,38,1
18,8754,23,1949,564,3,Divorced,12993,10,1
63,16596,26,3460,332,3,Single,6537,57,0
33,6185,3,2128,334,1,Single,11619,22,0
63,2093,21,4497,548,4,Single,5756,6,0
20,4880,23,2154,349,2,Divorced,7051,12,0
52,11686,39,5230,579,5,Divorced,778,8,1
58,11771,9,7444,451,3,Single,1968,31,0
23,11680,1,1237,850,5,Single,13464,21,1
42,3785,39,9958,836,3,Single,9632,21,0
30,15799,5,8697,529,0,Divorced,2818,49,0
51,17280,17,5240,587,0,Divorced,5036,46,1
25,7539,16,4815,694,1,Married,5847,19,0
38,18958,37,9586,752,0,Single,14962,49,0
51,17016,22,256,332,0,Single,14081,31,0
21,15730,29,1720,662,2,Married,6439,32,1
42,11565,20,7347,410,4,Single,2283,53,0
32,9060,9,7076,420,1,Married,10567,22,0
21,4990,12,1071,315,2,Divorced,7130,49,0
62,18573,11,1622,822,1,Married,13335,9,1
29,5095,8,2066,397,4,Married,3726,22,0
49,15549,3,9261,415,1,Divorced,12420,38,0
49,19259,38,8642,770,5,Single,9677,35,1
45,10979,23,897,738,5,Married,3319,26,1
30,6408,33,5175,580,5,Married,4470,22,0
48,14937,38,8273,648,0,Single,10758,16,0
31,3833,40,8928,531,4,Married,924,56,0
37,6285,4,4174,410,2,Divorced,2605,60,0
35,10589,14,5781,651,2,Married,2970,35,0
46,15708,3,3944,311,3,Single,6394,23,0
23,15116,38,6426,787,2,Single,4294,25,1
49,8645,7,5435,832,5,Married,3391,39,0
46,13018,23,9883,584,5,Single,10375,46,0
60,11889,27,9371,844,3,Single,11865,33,0
19,5777,26,2935,691,0,Married,3647,14,0
40,16994,0,5833,469,2,Married,14736,49,0
36,3735,33,8088,376,4,Single,12753,36,0
48,14611,16,461,596,3,Married,4551,50,1
22,7368,36,116,629,2,Divorced,4151,21,1
36,18205,37,5785,362,0,Married,12853,36,0
51,1162,25,6507,569,4,Single,13602,34,0
27,8777,23,9846,515,4,Divorced,8401,18,0
42,15849,38,5830,489,0,Single,1674,28,0
19,19316,20,4561,374,2,Single,3449,19,0
28,4535,29,9990,809,1,Divorced,10501,44,0
48,14403,12,8127,392,2,Married,9128,7,0
32,15516,36,659,352,3,Single,13577,17,0
26,8959,2,2122,795,3,Married,6616,33,1
40,4933,31,1586,393,2,Married,734,37,0
36,4385,34,4682,528,5,Divorced,14526,54,0
26,1922,18,6799,549,3,Single,8412,29,0
52,11367,13,8826,690,1,Divorced,5270,42,0
38,14737,21,6987,481,5,Divorced,10837,34,0
26,1564,16,7975,566,1,Single,5628,57,0
45,11789,3,2882,580,4,Single,13714,47,1
63,3500,39,5249,382,3,Divorced,12267,23,0
24,7881,18,2811,485,5,Divorced,5356,8,0
33,4636,36,5527,830,2,Divorced,12253,18,0
33,1223,1,1884,647,5,Single,8659,18,0
50,7297,14,9710,722,4,Single,2974,47,0
21,15895,1,8813,753,1,Divorced,726,34,0
21,1350,10,5073,566,4,Single,14564,7,0
56,19312,22,9729,806,0,Single,6660,33,0
57,5732,9,5416,441,3,Single,11302,53,0
34,2017,2,5800,615,2,Married,10967,9,0
54,19610,4,6895,531,1,Married,5301,56,1
56,16229,2,6315,596,4,Divorced,10507,10,1
46,8170,37,4930,321,2,Married,5857,44,0
53,14303,12,2365,683,3,Divorced,8048,46,1
55,7207,18,854,425,2,Divorced,12546,10,0
56,13316,39,2728,402,3,Single,4495,13,0
54,3419,34,915,409,3,Divorced,1910,39,0
52,7240,23,7173,771,3,Divorced,5264,59,0
24,2893,23,4938,364,4,Divorced,12071,30,0
44,14753,16,131,771,3,Divorced,10537,32,1
45,6322,39,9308,375,2,Single,1837,57,0
39,12232,9,3593,318,0,Single,5920,57,0
31,18509,1,9052,683,2,Divorced,617,12,1
24,4117,22,293,489,4,Married,2368,41,0
54,5161,5,9191,659,3,Married,2597,37,0
39,16523,1,3685,751,0,Divorced,2313,26,1
22,5042,20,8016,378,4,Single,10279,52,0
19,5433,34,7762,471,1,Divorced,11944,23,0
44,15016,28,6846,511,1,Divorced,9234,7,1
38,3658,6,7584,744,1,Single,2874,51,0
55,11910,28,7310,448,0,Married,2026,47,0
32,3944,36,5356,309,2,Divorced,12259,10,0
38,8210,22,286,841,0,Single,7587,49,1
27,9787,32,8641,354,0,Single,9961,47,0
40,2986,7,6586,479,0,Divorced,9293,55,0
56,11942,11,5303,680,1,Single,4114,43,1
22,18458,9,3116,721,5,Divorced,2649,33,1
18,13161,14,5874,750,2,Married,3801,36,1
30,4007,23,6970,392,5,Divorced,9079,59,0
38,1969,25,8148,819,5,Married,4180,49,0
43,9772,38,8444,712,0,Single,10294,29,0
62,3824,2,9611,693,2,Divorced,14515,38,0
38,2211,1,1235,630,5,Single,3782,44,0
35,1229,5,999,732,3,Divorced,3196,17,0
54,16774,20,3760,462,0,Single,13126,44,0
62,15345,8,4116,339,0,Married,4651,14,0
49,4185,9,4411,384,0,Divorced,12525,57,0
53,16011,35,5557,390,3,Single,1805,20,0
34,17885,2,9638,783,3,Divorced,13939,28,0
52,1048,40,5352,684,1,Divorced,1216,49,0
28,16173,23,3683,492,4,Married,6345,50,0
38,17770,21,2261,552,2,Single,6258,27,1
43,1969,13,1853,543,4,Divorced,4155,41,0
21,15553,26,8791,569,0,Divorced,6859,15,0
51,6820,32,6895,318,5,Divorced,11683,33,0
65,15292,21,2990,339,0,Divorced,9005,40,0
35,4052,28,862,815,5,Divorced,2780,34,1
57,12609,18,4527,332,1,Single,3122,10,0
52,3302,18,1219,749,4,Divorced,9579,9,1
58,3283,5,3795,838,0,Divorced,4842,56,0
46,16385,18,527,618,4,Divorced,2989,20,1
46,10799,12,7369,423,1,Single,2422,35,0
55,16620,25,2922,671,4,Divorced,6778,31,1
59,1122,21,5849,650,5,Divorced,8615,28,0
38,10472,20,1162,622,2,Married,8549,44,1
59,4727,35,846,787,1,Married,4529,34,1
30,14732,1,6959,750,4,Divorced,3563,27,1
58,5958,29,3086,652,0,Divorced,13813,40,0
34,1524,26,9962,415,3,Married,8852,53,0
26,10079,6,3283,312,3,Single,10879,52,0
58,9399,19,3323,619,1,Single,11043,23,1
18,17532,30,445,464,3,Married,10175,40,0
19,17821,22,1025,384,2,Divorced,4392,51,0
65,11394,12,9963,547,1,Married,2237,38,0
46,4749,16,1359,731,0,Single,4720,12,1
50,12353,3,8210,778,0,Married,7580,39,0
27,15009,13,6113,667,1,Single,10600,15,1
57,12437,19,8752,656,3,Divorced,10062,29,0
38,6336,12,471,707,3,Divorced,14405,30,1
45,5551,2,27,644,0,Divorced,10669,53,1
28,3823,25,8751,478,2,Single,3895,49,0
51,13916,25,3236,724,5,Married,2954,32,1
25,16167,17,9136,840,3,Divorced,12951,55,0
39,9677,31,3948,742,2,Single,5457,11,1
25,15868,13,6172,605,3,Divorced,2787,54,1
32,9391,2,1979,666,5,Married,9928,13,1
34,13658,0,4921,335,1,Divorced,8650,26,0
40,19366,25,9007,762,4,Single,6792,46,1
41,10663,23,2326,445,0,Single,11866,24,0
62,3311,34,2330,445,1,Divorced,9898,39,0
36,8225,13,7646,679,3,Divorced,9196,44,0
22,12565,2,1002,467,5,Single,12459,48,0
49,11270,12,9734,574,0,Divorced,13312,28,0
61,14560,13,6448,386,4,Divorced,10095,18,0
18,17988,20,6837,453,4,Divorced,10459,47,0
40,16965,25,6467,796,5,Married,4233,52,1
54,6785,2,9421,614,5,Married,9392,58,0
25,13067,39,7354,573,3,Married,11896,44,0
30,9740,3,2529,561,0,Divorced,5613,33,1
25,14653,35,1430,786,3,Single,12837,11,1
40,18222,0,3912,753,4,Divorced,3505,17,1
60,4815,39,1532,742,1,Divorced,5290,8,1
18,18231,32,1892,561,1,Married,12813,53,1
62,5709,6,1421,842,2,Single,12774,25,1
41,5507,10,8582,404,4,Married,510,46,0
52,7575,26,5768,649,4,Single,13595,47,0
41,5773,13,2818,737,3,Divorced,5721,50,1
34,13446,21,5617,468,2,Divorced,10750,13,0
22,11464,15,1195,642,5,Divorced,4177,31,1
37,16864,11,6229,529,2,Single,11511,43,1
38,4320,9,9049,322,0,Married,9664,33,0
57,11750,23,5305,580,3,Married,7834,40,1
48,5698,17,9708,818,5,Married,12484,49,0
63,18948,21,8077,552,5,Single,11146,46,1
53,19224,8,9345,703,1,Single,5664,46,1
28,7058,16,842,432,0,Divorced,9533,48,0
32,1726,37,5200,573,2,Married,7360,43,0
36,7697,39,5921,531,1,Single,8605,7,0
24,12910,12,9874,844,4,Married,13146,12,0
45,10257,36,294,378,3,Married,784,46,0
60,13963,5,6097,334,2,Single,7043,30,0
22,17666,20,6412,794,4,Single,6070,56,1
22,2081,35,8836,409,5,Divorced,6231,55,0
47,11776,6,6678,620,2,Divorced,8111,37,0
49,15196,35,5020,627,1,Divorced,2935,17,1
25,10344,24,5743,683,0,Married,8023,58,0
27,16958,10,110,663,1,Married,11523,16,1
55,12689,13,8775,531,3,Divorced,13212,15,0
64,18331,28,9678,713,3,Married,1529,60,0
49,5760,9,4864,593,2,Married,14707,40,0
65,14436,4,1648,846,1,Married,7084,49,1
45,1066,7,6381,473,0,Married,8591,9,0
34,1564,4,2381,691,5,Single,4951,47,0
48,14393,23,105,401,3,Single,3466,7,0
25,4670,39,5818,592,0,Divorced,8255,49,0
57,3251,25,9886,384,4,Divorced,1053,33,0
42,13949,5,9925,500,2,Married,14674,48,0
26,1804,15,381,840,0,Married,767,51,1
19,10583,35,4356,596,2,Single,14703,52,1
32,18619,11,5918,355,4,Married,7635,19,0
20,13224,10,1316,771,0,Married,1740,49,1
53,7016,2,5454,315,0,Divorced,4659,34,0
21,14036,36,4074,365,5,Married,2989,7,0
31,13392,5,4804,771,4,Single,8358,60,1
58,8938,18,906,322,1,Married,11280,39,0
58,5141,17,7621,785,0,Married,5894,38,0
42,10546,15,662,714,5,Married,9161,25,1
27,6335,22,6718,604,0,Married,3787,52,0
38,6077,36,8654,476,5,Married,12628,35,0
53,14247,8,942,494,3,Single,2519,59,0
29,6611,2,8349,312,1,Divorced,14624,47,0
44,9089,7,6415,465,0,Married,10715,31,0
57,3892,37,3309,449,4,Divorced,10281,25,0
19,6577,3,1326,640,2,Divorced,13665,6,1
30,18943,11,2106,473,4,Single,5813,6,0
49,7683,30,4799,466,1,Divorced,10752,30,0
48,2507,24,8839,396,3,Married,4817,38,0
33,17335,15,2938,703,3,Married,6324,28,1
49,3063,13,2483,376,3,Married,10111,16,0
49,3000,12,1375,536,5,Married,9572,49,1
51,16566,40,7856,590,4,Single,1338,20,1
28,2294,6,244,435,2,Divorced,9443,19,0
27,16096,11,2348,666,2,Single,8961,60,1
32,5065,36,9059,847,5,Divorced,12061,6,0
34,15090,3,479,547,0,Single,14422,38,1
57,18987,1,1935,513,5,Single,5327,11,1
35,18706,34,5757,369,2,Single,7487,28,0
26,19825,2,87,628,2,Married,13403,59,1
42,18482,3,9432,315,0,Married,4003,31,0
57,10318,37,8764,786,4,Single,12652,8,0
31,9488,11,9005,473,4,Divorced,14219,51,0
42,12241,18,178,573,1,Divorced,14900,60,1
39,11417,9,9917,823,4,Married,8324,11,0
47,16574,0,162,518,3,Single,2575,45,0
37,16302,16,2640,812,3,Married,1812,57,1
38,15650,15,9197,698,1,Married,14690,30,0
61,14350,8,2348,410,2,Married,2784,52,0
49,3096,8,2421,763,1,Single,9075,22,0
63,12801,8,4298,392,0,Single,12872,33,0
38,19592,11,4142,750,1,Married,13033,37,1
52,17559,40,4503,695,1,Single,3308,34,1
49,8169,14,1217,850,5,Divorced,9495,28,1
47,14288,1,2474,778,3,Divorced,13027,46,1
56,11694,10,929,615,0,Married,9788,21,1
29,13191,10,7958,652,5,Divorced,12434,37,0
58,19051,7,8508,538,0,Married,13175,31,1
64,11737,31,1502,403,1,Married,7021,38,0
35,19207,5,420,328,5,Married,6855,53,0
38,6147,19,5830,388,5,Single,4219,24,0
30,18740,38,4358,674,0,Single,5271,60,1
38,7199,34,1449,696,0,Single,3196,46,1
25,1546,7,5811,663,4,Single,12958,22,0
63,6231,33,8619,446,0,Married,13963,43,0
57,8965,18,7871,613,5,Single,6296,19,0
63,19467,6,8588,847,2,Divorced,1308,23,1
24,3040,30,8987,751,0,Divorced,10843,26,0
40,2752,17,106,805,3,Single,3793,51,1
61,2849,39,4049,785,4,Divorced,9997,60,0
49,3642,13,8289,400,3,Divorced,3959,44,0
28,2600,38,1903,406,3,Single,2919,47,0
39,14951,35,7649,590,2,Married,4724,53,0
39,12797,16,3570,648,4,Married,8071,44,1
60,18002,36,5376,526,1,Married,6863,33,1
42,2132,8,42,349,5,Single,9888,25,0
39,6491,19,6385,457,5,Married,5067,11,0
45,6795,27,1577,627,0,Married,14671,31,1
46,11531,19,6065,376,5,Divorced,4024,11,0
30,11931,40,5885,753,2,Married,7251,44,1
35,8633,35,8576,609,5,Single,10217,59,0
19,18871,26,3577,626,2,Married,6737,31,1
46,6009,7,3238,807,1,Divorced,10291,22,0
38,3113,31,5244,406,2,Divorced,9736,45,0
32,2044,0,9888,540,1,Divorced,10845,7,0
44,14923,16,2134,734,1,Divorced,14659,56,1
48,3431,8,3892,327,1,Married,5819,26,0
32,14926,19,4321,548,2,Divorced,2367,59,1
40,2582,31,5776,663,1,Divorced,1875,12,0
41,15374,1,5828,832,2,Divorced,8630,49,1
61,2308,31,3815,771,4,Married,5901,25,0
30,9793,8,295,838,1,Single,9303,8,1
39,2620,29,413,712,2,Divorced,7492,41,1
60,5766,19,5956,464,2,Divorced,14350,48,0
54,6192,37,6278,347,2,Divorced,3816,49,0
50,7622,0,6668,783,0,Married,13735,56,0
20,7093,4,8195,457,0,Married,2098,24,0
36,17484,34,177,450,1,Divorced,5449,35,0
40,1237,35,8937,524,5,Single,14697,16,0
46,12110,0,4354,559,4,Divorced,7072,18,1
47,7073,13,8843,686,5,Single,10669,38,0
56,3542,8,5914,555,1,Single,13849,43,0
61,16282,29,5482,360,3,Married,14230,59,0
64,11195,23,3271,695,3,Married,13089,53,1
42,2537,3,6687,696,4,Married,1138,7,0
54,18138,13,5392,461,4,Single,4666,51,0
64,12560,24,289,679,4,Single,10614,28,1
25,14434,3,8994,742,0,Single,1145,55,0
59,8396,24,8425,648,0,Married,6384,54,0
33,17924,9,407,330,3,Married,7168,25,0
25,6131,34,693,370,4,Married,12961,55,0
18,9697,6,1169,696,2,Divorced,10690,56,1
61,18513,12,8623,737,5,Single,589,35,1
22,11271,3,7782,301,3,Single,11970,20,0
20,4145,35,9174,434,4,Divorced,11058,7,0
18,14100,13,3044,445,2,Single,9515,35,0
21,5067,17,5530,478,4,Single,1050,30,0
57,5195,7,4992,563,1,Divorced,8751,9,0
52,10244,31,3924,610,2,Single,5724,6,1
49,8281,26,6970,503,5,Married,14050,13,0
59,3509,36,3312,329,1,Divorced,6081,57,0
51,16502,22,4318,358,0,Single,12914,19,0
60,7533,6,1688,308,3,Married,4678,16,0
42,18065,11,467,623,4,Single,9935,29,1
27,15670,24,9537,466,3,Divorced,3979,29,0
38,4932,2,2422,636,5,Married,9637,37,1
63,15595,25,7279,678,4,Single,10332,30,1
56,14041,3,4507,541,1,Divorced,10644,51,1
44,6560,35,4721,459,2,Single,6591,33,0
44,5016,14,5371,534,2,Single,3133,21,0
19,1719,31,9203,752,4,Married,7290,47,0
58,1074,28,7541,498,1,Single,4001,44,0
65,14161,9,9869,776,4,Divorced,1389,21,0
30,3149,20,1486,332,4,Divorced,9265,41,0
26,15033,15,9608,707,4,Married,9204,17,0
53,5207,18,9549,388,2,Married,7746,17,0
39,16043,28,9583,520,5,Single,14697,39,0
59,10078,17,9770,368,4,Divorced,4660,43,0
43,12725,15,3749,593,2,Married,10656,25,1
29,4936,0,8059,536,0,Single,4551,52,0
34,10307,1,2503,459,1,Single,2730,20,0
31,18459,14,7855,589,0,Divorced,5685,27,1
31,5615,38,7055,832,4,Divorced,7875,21,0
51,8265,27,399,634,2,Single,6697,29,1
37,11116,0,4382,801,1,Divorced,14032,8,1
28,16733,4,1539,545,3,Single,2783,6,1
33,14892,21,8428,622,1,Single,5484,58,0
48,5652,35,7185,628,1,Divorced,1111,49,0
23,11473,12,4910,846,4,Married,9129,52,1
36,10247,0,9119,638,0,Single,13914,56,0
54,17925,15,4509,470,0,Divorced,10151,43,0
21,3161,40,6051,409,3,Single,7337,56,0
64,19635,21,6152,309,4,Single,7606,22,0
21,15588,31,8611,501,1,Single,14232,46,0
37,13061,15,4124,556,5,Divorced,7775,26,1
27,7041,14,2395,561,0,Divorced,9215,50,1
41,13673,11,8852,729,0,Divorced,14254,52,0
52,2560,0,3950,806,2,Married,4077,53,0
43,12954,16,449,365,1,Single,6986,18,0
54,18548,40,379,334,4,Married,13587,7,0
55,16078,27,9442,790,0,Single,12090,7,0
38,6419,6,7285,553,4,Divorced,2761,48,0
57,3722,8,2301,316,1,Single,1523,30,0
56,11550,21,7710,560,1,Single,10271,33,0
38,17854,25,5792,555,0,Single,9013,53,1
27,2468,11,8918,723,3,Married,11818,54,0
55,1808,6,9659,800,4,Divorced,11523,31,0
63,7719,14,7216,585,4,Divorced,7735,40,0
21,17363,37,4905,306,2,Single,12967,33,0
62,11591,20,5999,796,1,Divorced,11119,60,0
37,6073,13,8607,498,1,Married,11672,38,0
34,9012,1,7122,717,0,Married,4257,23,0
24,19029,7,599,351,0,Divorced,14492,19,0
21,14892,5,7288,542,0,Married,8568,59,1
46,9249,36,7921,518,2,Married,9141,46,0
31,18513,36,1567,817,3,Divorced,1784,14,1
20,16147,32,1094,408,0,Divorced,12210,49,0
41,18737,40,9639,650,0,Single,2160,35,0
54,1767,5,9684,365,5,Single,14966,8,0
33,4895,25,6191,309,0,Married,5853,39,0
21,11200,38,1458,501,2,Divorced,1403,38,1
41,8329,40,9400,513,4,Married,9869,32,0
51,16332,36,8046,367,3,Divorced,9021,14,0
47,15621,13,4934,626,4,Married,9328,18,1
35,12334,36,1354,349,5,Married,10581,35,0
36,19174,7,6473,316,1,Married,6510,58,0
48,1885,38,8404,822,1,Single,14888,21,0
36,8734,12,3894,605,0,Divorced,10559,56,1
63,4906,12,8032,691,5,Married,11207,47,0
36,5492,39,2963,423,4,Single,912,31,0
39,10730,27,3042,803,2,Married,7139,10,1
41,3073,17,6973,524,3,Married,14328,51,0
62,17696,18,7139,617,4,Divorced,4333,32,1
29,7269,37,6930,772,5,Married,2915,20,0
47,18194,31,1732,840,5,Divorced,3086,33,1
55,7841,21,7870,657,4,Single,6071,8,0
48,11955,1,5340,782,3,Single,10256,46,1
53,3032,12,5111,728,4,Married,13302,6,0
36,10699,22,3081,796,4,Single,9172,6,1
65,13737,24,7802,771,3,Divorced,7057,56,0
62,11762,27,9462,599,2,Divorced,10967,11,0
53,8129,10,7527,383,5,Single,6780,16,0
47,9788,32,4868,676,3,Divorced,12532,55,1
50,3147,23,1529,612,0,Divorced,12003,51,1
35,1615,1,1081,619,0,Married,3382,21,0
45,1947,29,7994,503,0,Married,12435,38,0
64,6677,16,3531,654,0,Divorced,3019,29,0
28,8866,39,9343,593,1,Single,13305,37,0
62,3013,33,9914,803,2,Divorced,14272,15,0
50,17874,37,716,444,1,Married,4900,30,0
34,19812,21,6229,838,4,Single,9346,15,1
23,5987,4,204,316,4,Divorced,10669,18,0
21,9733,39,6784,338,3,Single,680,6,0
37,10479,15,4094,429,0,Single,4625,40,0
65,10825,12,5482,414,3,Single,3519,19,0
64,3926,25,5740,749,4,Divorced,1264,26,0
44,8282,30,9524,344,0,Married,4635,53,0
32,16635,38,7219,515,5,Single,11058,60,1
23,16847,22,6154,714,2,Single,11990,57,1
64,10490,11,4842,564,4,Divorced,11471,43,1
31,7986,13,8103,739,5,Married,13679,6,0
28,7862,17,9429,680,3,Married,11063,25,0
56,13159,26,2018,600,5,Divorced,14714,10,1
26,5423,27,5051,470,3,Single,5538,45,0
43,11450,17,8709,705,4,Divorced,13854,49,0
33,9159,15,7835,654,1,Married,7299,37,0
22,3073,15,1438,460,2,Single,3890,6,0
27,18085,12,4086,325,5,Single,10474,50,0
20,11111,28,5127,382,5,Married,13472,46,0
30,7825,8,2052,472,4,Single,1564,57,0
60,11652,25,7529,369,4,Divorced,2956,45,0
47,13454,27,7147,305,3,Married,6181,50,0
62,8968,40,4368,494,0,Married,1846,7,0
23,13516,12,4517,824,0,Single,10919,36,1
34,15290,35,2312,362,0,Married,7497,52,0
62,8776,8,5577,312,3,Divorced,9874,51,0
36,9558,13,8973,504,0,Married,4632,56,0
59,9719,11,1244,339,4,Single,2953,31,0
52,5886,31,2416,464,1,Married,1038,14,0
63,5619,37,6490,330,1,Single,11115,56,0
43,14956,2,6168,828,1,Single,14709,35,1
22,11345,15,9167,697,0,Divorced,2803,51,0
46,7875,19,5839,758,1,Married,6921,13,0
54,11100,31,8608,522,5,Divorced,748,10,0
37,8856,22,8406,377,0,Divorced,13480,44,0
38,6401,16,9327,727,5,Married,9732,9,0
27,4022,15,7097,724,4,Divorced,1891,45,0
22,12675,37,5009,686,5,Divorced,2672,41,1
53,11912,7,1582,538,4,Single,1835,26,1
23,6738,18,8924,389,3,Divorced,2759,38,0
43,16126,29,7876,684,3,Married,7115,31,1
21,2770,33,2427,438,5,Single,6034,45,0
56,13305,13,5721,823,2,Divorced,9191,44,1
56,10969,21,8423,543,4,Divorced,1310,16,0
52,13404,16,4930,804,0,Married,14523,26,1
18,9989,14,4353,721,2,Divorced,5484,53,1
41,4215,31,7832,481,4,Married,7848,27,0
53,12980,12,5375,494,0,Divorced,8056,54,0
23,7694,20,402,352,4,Divorced,4213,42,0
58,18136,39,6567,478,4,Married,4204,12,0
63,11661,32,4865,592,0,Single,1710,47,1
61,2392,26,8146,674,4,Married,14711,18,0
48,7789,34,64,358,4,Single,4245,25,0
37,15385,15,2237,353,4,Single,10678,20,0
41,18061,27,7770,544,3,Married,8291,43,1
42,1105,33,9141,448,1,Married,1991,39,0
53,12479,0,172,667,4,Divorced,7801,41,0
38,2946,40,7935,315,0,Divorced,12962,58,0
47,6544,30,2675,475,5,Single,6960,51,0
41,18479,35,9442,839,4,Divorced,3548,30,0
61,14275,32,4005,705,3,Married,5419,34,1
59,7985,32,6544,766,3,Single,13718,52,0
47,2782,38,8829,428,5,Divorced,3434,33,0
39,7213,17,948,522,4,Divorced,6610,19,1
45,15485,22,1694,543,2,Married,13056,9,1
24,16605,22,4757,725,5,Married,2317,43,1
52,5869,14,6282,653,1,Divorced,7113,12,0
45,18945,25,142,625,0,Single,4819,18,1
31,10867,29,6001,302,0,Single,1775,22,0
27,4981,24,6652,778,0,Married,7731,34,0
33,10493,15,4581,380,0,Married,11714,22,0
33,6682,38,5087,343,3,Married,3377,41,0
48,6782,13,1460,454,1,Divorced,4514,24,0
59,18327,16,3887,835,4,Divorced,4587,31,1
42,10137,11,8484,398,4,Married,1647,57,0
30,17984,28,9835,696,2,Single,737,50,0
23,14012,31,837,470,4,Married,2622,14,0
61,2524,23,9229,447,1,Married,8109,7,0
26,17634,12,5846,422,4,Single,5095,25,0
62,1078,19,8463,411,3,Single,10237,28,0
53,4123,14,2369,429,5,Single,4483,23,0
60,8064,3,8997,367,4,Single,13055,31,0
37,14068,33,3174,844,0,Divorced,8634,57,1
35,9417,27,5985,585,0,Divorced,6106,30,0
60,14362,1,882,304,5,Married,9678,22,0
38,2209,29,9023,417,0,Divorced,2123,44,0
21,6153,25,3171,529,0,Married,11813,54,0
50,5898,25,2040,459,3,Married,12418,15,0
44,19562,19,6732,593,3,Single,7726,30,1
24,11871,27,9786,485,3,Single,12593,51,0
23,8610,19,6372,523,4,Divorced,1222,33,0
32,12077,10,9818,451,5,Divorced,1595,31,0
35,16791,9,5985,439,0,Divorced,4327,17,0
49,3544,22,7562,666,2,Divorced,4785,49,0
28,6522,36,5900,427,5,Single,1495,54,0
37,3370,40,7965,650,2,Single,6181,24,0
41,5710,18,5316,446,0,Divorced,5161,28,0
32,1328,17,8465,584,1,Married,1492,19,0
65,14683,26,589,768,5,Single,3283,22,1
24,6579,5,8774,517,4,Single,8847,20,0
38,14122,9,5063,735,2,Single,10587,26,1
59,7794,1,3633,444,5,Single,6182,43,0
43,1120,23,1990,576,5,Divorced,10468,35,0
61,7749,37,6515,359,3,Divorced,6461,24,0
31,14763,27,1258,674,1,Married,5268,37,1
54,18348,27,2866,703,3,Single,6260,34,1
38,16450,38,3738,413,1,Divorced,5704,27,0
35,4675,1,571,794,1,Divorced,10808,25,1
22,19460,4,8736,635,4,Single,8052,43,1
20,6643,10,4222,584,5,Divorced,11112,43,0
40,12560,9,637,428,3,Divorced,8746,41,0
43,18700,1,8232,614,3,Divorced,584,6,1
54,18580,14,4882,370,2,Married,6476,24,0
41,16383,38,4392,644,5,Divorced,8647,48,1
36,4170,40,9812,397,0,Single,7584,31,0
42,1355,36,3672,599,0,Single,11580,12,0
